,Year,Rank,Country name,Ladder score,upperwhisker,lowerwhisker,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Continent
303,2022,48,Croatia,6.125,6.237,6.013,1.727,1.455,0.475,0.5,0.087,0.003,1.88,Europe
304,2022,49,Brazil,6.125,6.252,5.997,1.454,1.25,0.387,0.558,0.131,0.137,2.205,South America
305,2022,50,El Salvador,6.122,6.257,5.986,1.278,1.044,0.383,0.713,0.079,0.222,2.403,North America
306,2022,51,Hungary,6.041,6.149,5.933,1.754,1.519,0.435,0.501,0.105,0.065,1.663,Europe
307,2022,52,Argentina,6.024,6.147,5.9,1.59,1.388,0.427,0.587,0.088,0.082,1.861,South America
308,2022,53,Honduras,6.023,6.196,5.849,1.115,1.072,0.341,0.613,0.189,0.062,2.631,North America
309,2022,54,Uzbekistan,6.014,6.13,5.899,1.227,1.347,0.375,0.74,0.26,0.208,1.856,Asia
310,2022,55,Malaysia,6.012,6.167,5.858,1.665,1.155,0.385,0.659,0.222,0.122,1.804,Asia
311,2022,56,Portugal,5.968,6.076,5.86,1.758,1.356,0.537,0.693,0.031,0.037,1.556,Europe
312,2022,58,Greece,5.931,6.024,5.838,1.708,1.247,0.535,0.248,0.008,0.097,2.089,Europe
313,2022,59,Mauritius,5.902,6.013,5.791,1.589,1.382,0.336,0.574,0.121,0.11,1.79,Africa
314,2022,60,Thailand,5.843,5.969,5.717,1.515,1.344,0.461,0.624,0.291,0.013,1.594,Asia
315,2022,61,Mongolia,5.84,5.93,5.75,1.379,1.494,0.244,0.425,0.239,0.058,2.001,Asia
316,2022,62,Kyrgyzstan,5.825,5.913,5.737,1.061,1.439,0.417,0.735,0.234,0.018,1.92,Asia
317,2022,64,China,5.818,5.905,5.731,1.51,1.249,0.468,0.666,0.115,0.145,1.666,Asia
318,2022,66,Paraguay,5.738,5.851,5.625,1.428,1.427,0.392,0.678,0.148,0.062,1.604,South America
319,2022,67,Montenegro,5.722,5.941,5.503,1.537,1.385,0.424,0.563,0.17,0.061,1.581,Europe
320,2022,68,Jamaica,5.703,5.876,5.529,1.305,1.329,0.411,0.587,0.079,0.039,1.954,North America
321,2022,69,Bolivia,5.684,5.797,5.572,1.24,1.187,0.329,0.648,0.103,0.06,2.118,South America
322,2022,71,Bosnia and Herzegovina,5.633,5.775,5.49,1.467,1.361,0.429,0.485,0.247,0.008,1.635,Europe
323,2022,72,Colombia,5.63,5.747,5.514,1.455,1.213,0.486,0.562,0.08,0.068,1.765,South America
324,2022,73,Dominican Republic,5.569,5.712,5.426,1.536,1.227,0.351,0.623,0.083,0.195,1.553,North America
325,2022,74,Ecuador,5.559,5.682,5.436,1.343,1.173,0.476,0.56,0.079,0.069,1.86,South America
326,2022,75,Peru,5.526,5.64,5.412,1.39,1.153,0.499,0.549,0.073,0.027,1.835,South America
327,2022,76,Philippines,5.523,5.675,5.371,1.238,1.108,0.286,0.714,0.104,0.141,1.931,Asia
328,2022,77,Bulgaria,5.466,5.582,5.35,1.635,1.457,0.408,0.557,0.106,0.013,1.289,Europe
329,2022,78,Nepal,5.36,5.507,5.214,0.979,1.027,0.281,0.567,0.215,0.104,2.187,Asia
330,2022,79,Armenia,5.342,5.47,5.213,1.466,1.134,0.443,0.551,0.053,0.16,1.534,Europe
331,2022,80,Tajikistan,5.33,5.452,5.207,0.972,1.248,0.291,0.599,0.104,0.292,1.823,Asia
332,2022,81,Algeria,5.329,5.451,5.207,1.353,1.298,0.409,0.252,0.073,0.152,1.791,Africa
333,2022,83,Albania,5.277,5.406,5.148,1.449,0.951,0.48,0.549,0.133,0.037,1.678,Europe
334,2022,84,Indonesia,5.277,5.392,5.161,1.384,1.169,0.314,0.663,0.422,0.038,1.288,Asia
335,2022,85,South Africa,5.275,5.417,5.132,1.417,1.428,0.149,0.464,0.09,0.019,1.708,Africa
336,2022,86,Congo,5.267,5.44,5.094,0.921,0.665,0.145,0.464,0.134,0.136,2.802,Africa
337,2022,88,Venezuela,5.211,5.336,5.085,0.0,1.257,0.341,0.369,0.205,0.084,2.955,South America
338,2022,90,Georgia,5.109,5.219,5.0,1.477,0.947,0.366,0.539,0.0,0.201,1.58,Europe
339,2022,91,Guinea,5.072,5.213,4.931,0.844,0.776,0.072,0.369,0.204,0.102,2.705,Africa
340,2022,92,Ukraine,5.071,5.187,4.956,1.358,1.354,0.355,0.551,0.265,0.016,1.172,Europe
341,2022,94,Gabon,5.035,5.175,4.894,1.438,1.021,0.183,0.346,0.036,0.102,1.908,Africa
342,2022,95,Nigeria,4.981,5.136,4.825,1.065,1.007,0.092,0.448,0.176,0.013,2.181,Africa
343,2022,96,Cameroon,4.973,5.112,4.834,0.965,0.871,0.118,0.405,0.144,0.059,2.411,Africa
344,2022,97,Mozambique,4.954,5.181,4.727,0.57,0.885,0.0,0.625,0.161,0.192,2.519,Africa
345,2022,98,Iraq,4.941,5.099,4.783,1.281,0.953,0.324,0.351,0.134,0.038,1.861,Asia
346,2022,100,Morocco,4.903,5.023,4.783,1.236,0.535,0.337,0.54,0.013,0.085,2.158,Africa
347,2022,101,Iran,4.876,4.98,4.772,1.465,1.102,0.411,0.281,0.229,0.13,1.259,Asia
348,2022,102,Senegal,4.855,4.983,4.727,0.943,0.727,0.231,0.519,0.142,0.06,2.234,Africa
349,2022,103,Mauritania,4.724,5.011,4.437,1.099,0.764,0.244,0.32,0.13,0.195,1.973,Africa
350,2022,105,Namibia,4.631,4.766,4.496,1.289,1.126,0.145,0.383,0.069,0.071,1.549,Africa
351,2022,107,Ghana,4.605,4.729,4.481,1.101,0.756,0.197,0.526,0.211,0.035,1.779,Africa
352,2022,108,Pakistan,4.555,4.707,4.404,1.081,0.657,0.158,0.511,0.141,0.102,1.907,Asia
353,2022,109,Niger,4.501,4.712,4.291,0.561,0.628,0.137,0.54,0.154,0.14,2.341,Africa
354,2022,110,Tunisia,4.497,4.601,4.393,1.333,0.981,0.422,0.259,0.022,0.016,1.463,Africa
355,2022,111,Kenya,4.487,4.616,4.357,1.051,0.881,0.19,0.418,0.291,0.055,1.601,Africa
356,2022,112,Sri Lanka,4.442,4.603,4.28,1.422,1.224,0.426,0.539,0.12,0.086,0.625,Asia
357,2022,113,Uganda,4.432,4.607,4.258,0.785,1.144,0.201,0.425,0.197,0.051,1.628,Africa
358,2022,114,Chad,4.397,4.633,4.16,0.622,0.962,0.043,0.393,0.255,0.088,2.034,Africa
359,2022,115,Cambodia,4.393,4.508,4.279,1.025,1.024,0.283,0.768,0.176,0.051,1.068,Asia
360,2022,116,Benin,4.374,4.504,4.244,0.924,0.242,0.124,0.481,0.114,0.253,2.235,Africa
361,2022,118,Bangladesh,4.282,4.416,4.148,1.133,0.513,0.355,0.617,0.139,0.165,1.361,Asia
362,2022,119,Gambia,4.279,4.484,4.075,0.761,0.614,0.174,0.286,0.332,0.033,2.081,Africa
363,2022,120,Mali,4.198,4.319,4.076,0.763,0.637,0.106,0.441,0.121,0.059,2.07,Africa
364,2022,121,Egypt,4.17,4.287,4.054,1.377,0.972,0.326,0.467,0.038,0.25,0.74,Africa
365,2022,122,Togo,4.137,4.289,3.986,0.77,0.642,0.161,0.367,0.149,0.136,1.913,Africa
366,2022,123,Jordan,4.12,4.242,3.997,1.292,0.98,0.438,0.517,0.056,0.173,0.663,Asia
367,2022,124,Ethiopia,4.091,4.273,3.908,0.793,1.114,0.25,0.451,0.283,0.101,1.099,Africa
368,2022,125,Liberia,4.042,4.325,3.76,0.628,0.644,0.141,0.471,0.219,0.071,1.869,Africa
369,2022,126,India,4.036,4.092,3.98,1.159,0.674,0.252,0.685,0.175,0.111,0.979,Asia
370,2022,127,Madagascar,4.019,4.199,3.839,0.632,0.779,0.178,0.187,0.177,0.134,1.932,Africa
371,2022,128,Zambia,3.982,4.167,3.797,0.914,0.89,0.095,0.545,0.189,0.08,1.27,Africa
372,2022,129,Tanzania,3.694,3.84,3.547,0.836,0.787,0.214,0.607,0.234,0.269,0.747,Africa
373,2022,130,Comoros,3.545,3.774,3.317,0.914,0.327,0.215,0.117,0.129,0.145,1.699,Africa
374,2022,131,Malawi,3.495,3.671,3.32,0.637,0.479,0.189,0.49,0.139,0.129,1.432,Africa
375,2022,132,Botswana,3.435,3.702,3.168,1.471,1.041,0.087,0.48,0.021,0.071,0.264,Africa
376,2022,134,Zimbabwe,3.204,3.323,3.084,0.758,0.881,0.069,0.363,0.112,0.117,0.905,Africa
377,2022,135,Sierra Leone,3.138,3.299,2.976,0.67,0.54,0.092,0.371,0.193,0.051,1.221,Africa
378,2022,136,Lebanon,2.392,2.479,2.305,1.417,0.476,0.398,0.123,0.061,0.027,-0.11,Asia
379,2022,137,Afghanistan,1.859,1.923,1.795,0.645,0.0,0.087,0.0,0.093,0.059,0.976,Asia
380,2021,1,Finland,7.821,7.886,7.756,1.892,1.258,0.775,0.736,0.109,0.534,2.518,Europe
381,2021,2,Denmark,7.636,7.71,7.563,1.953,1.243,0.777,0.719,0.188,0.532,2.226,Europe
382,2021,3,Iceland,7.557,7.651,7.464,1.936,1.32,0.803,0.718,0.27,0.191,2.32,Europe
383,2021,4,Switzerland,7.512,7.586,7.437,2.026,1.226,0.822,0.677,0.147,0.461,2.153,Europe
384,2021,5,Netherlands,7.415,7.471,7.359,1.945,1.206,0.787,0.651,0.271,0.419,2.137,Europe
385,2021,6,Luxembourg,7.404,7.501,7.307,2.209,1.155,0.79,0.7,0.12,0.388,2.042,Europe
386,2021,7,Sweden,7.384,7.454,7.315,1.92,1.204,0.803,0.724,0.218,0.512,2.003,Europe
387,2021,8,Norway,7.365,7.44,7.29,1.997,1.239,0.786,0.728,0.217,0.474,1.925,Europe
388,2021,9,Israel,7.364,7.426,7.301,1.826,1.221,0.818,0.568,0.155,0.143,2.634,Asia
389,2021,10,New Zealand,7.2,7.279,7.12,1.852,1.235,0.752,0.68,0.245,0.483,1.954,Oceania
390,2021,11,Austria,7.163,7.237,7.089,1.931,1.165,0.774,0.623,0.193,0.329,2.148,Europe
391,2021,12,Australia,7.162,7.244,7.081,1.9,1.203,0.772,0.676,0.258,0.341,2.011,Oceania
392,2021,13,Ireland,7.041,7.121,6.961,2.129,1.166,0.779,0.627,0.19,0.408,1.743,Europe
393,2021,14,Germany,7.034,7.122,6.947,1.924,1.088,0.776,0.585,0.163,0.358,2.142,Europe
394,2021,15,Canada,7.025,7.107,6.943,1.886,1.188,0.783,0.659,0.217,0.368,1.924,North America
395,2021,16,United States,6.977,7.065,6.888,1.982,1.182,0.628,0.574,0.22,0.177,2.214,North America
396,2021,17,United Kingdom,6.943,7.018,6.867,1.867,1.143,0.75,0.597,0.289,0.329,1.967,Europe
397,2021,18,Czechia,6.92,7.029,6.811,1.815,1.26,0.715,0.66,0.158,0.048,2.263,Europe
398,2021,19,Belgium,6.805,6.89,6.72,1.907,1.106,0.764,0.492,0.049,0.204,2.283,Europe
399,2021,20,France,6.687,6.758,6.615,1.863,1.219,0.808,0.567,0.07,0.266,1.895,Europe
400,2021,21,Bahrain,6.647,6.779,6.514,1.854,1.029,0.625,0.693,0.199,0.155,2.092,Asia
401,2021,22,Slovenia,6.63,6.718,6.542,1.81,1.249,0.769,0.685,0.118,0.115,1.885,Europe
402,2021,23,Costa Rica,6.582,6.683,6.481,1.584,1.054,0.744,0.661,0.089,0.102,2.346,North America
403,2021,24,United Arab Emirates,6.576,6.66,6.492,1.998,0.98,0.633,0.702,0.204,0.25,1.809,Asia
404,2021,25,Saudi Arabia,6.523,6.637,6.409,1.87,1.092,0.577,0.651,0.078,0.18,2.075,Asia
405,2021,27,Singapore,6.48,6.569,6.392,2.149,1.127,0.851,0.672,0.163,0.587,0.932,Asia
406,2021,28,Romania,6.477,6.575,6.379,1.719,1.006,0.655,0.605,0.039,0.006,2.446,Europe
407,2021,29,Spain,6.476,6.56,6.392,1.808,1.211,0.808,0.505,0.101,0.149,1.893,Europe
408,2021,30,Uruguay,6.474,6.562,6.386,1.615,1.18,0.672,0.665,0.103,0.265,1.974,South America
409,2021,31,Italy,6.467,6.57,6.363,1.834,1.052,0.801,0.412,0.085,0.059,2.222,Europe
410,2021,33,Malta,6.447,6.535,6.359,1.838,1.169,0.789,0.679,0.174,0.166,1.631,Europe
411,2021,34,Lithuania,6.446,6.535,6.356,1.804,1.204,0.659,0.496,0.053,0.077,2.153,Europe
412,2021,35,Slovakia,6.391,6.475,6.306,1.736,1.232,0.707,0.479,0.118,0.025,2.094,Europe
413,2021,36,Estonia,6.341,6.415,6.266,1.793,1.232,0.728,0.689,0.123,0.333,1.442,Europe
414,2021,37,Panama,6.309,6.464,6.154,1.715,1.107,0.709,0.592,0.049,0.051,2.086,North America
415,2021,38,Brazil,6.293,6.384,6.202,1.462,1.044,0.615,0.546,0.131,0.134,2.361,South America
416,2021,39,Guatemala,6.262,6.46,6.064,1.274,0.831,0.522,0.662,0.112,0.115,2.746,North America
417,2021,40,Kazakhstan,6.234,6.33,6.138,1.668,1.22,0.611,0.584,0.134,0.157,1.86,Asia
418,2021,41,Cyprus,6.221,6.32,6.122,1.815,0.909,0.819,0.448,0.123,0.062,2.044,Europe
419,2021,42,Latvia,6.18,6.255,6.106,1.732,1.221,0.637,0.502,0.075,0.09,1.923,Europe
420,2021,43,Serbia,6.178,6.294,6.062,1.55,1.086,0.658,0.546,0.219,0.088,2.031,Europe
421,2021,44,Chile,6.172,6.262,6.082,1.651,1.08,0.748,0.46,0.124,0.069,2.04,South America
422,2021,45,Nicaragua,6.165,6.312,6.017,1.105,1.029,0.617,0.617,0.168,0.212,2.418,North America
423,2021,46,Mexico,6.128,6.238,6.017,1.552,0.886,0.623,0.621,0.092,0.115,2.239,North America
424,2021,47,Croatia,6.125,6.229,6.022,1.705,1.183,0.709,0.535,0.109,0.0,1.884,Europe
425,2021,48,Poland,6.123,6.205,6.04,1.758,1.174,0.712,0.523,0.124,0.14,1.693,Europe
426,2021,49,El Salvador,6.12,6.25,5.99,1.265,0.768,0.607,0.666,0.089,0.212,2.514,North America
427,2021,50,Kuwait,6.106,6.235,5.977,1.904,0.983,0.747,0.617,0.087,0.147,1.621,Asia
428,2021,51,Hungary,6.086,6.187,5.985,1.748,1.233,0.668,0.485,0.078,0.064,1.812,Europe
429,2021,52,Mauritius,6.071,6.184,5.958,1.591,1.116,0.568,0.589,0.131,0.107,1.969,Africa
430,2021,53,Uzbekistan,6.063,6.178,5.948,1.219,1.092,0.6,0.716,0.283,0.24,1.913,Asia
431,2021,54,Japan,6.039,6.119,5.959,1.835,1.089,0.866,0.537,0.007,0.218,1.487,Asia
432,2021,55,Honduras,6.022,6.189,5.855,1.111,0.885,0.555,0.582,0.202,0.076,2.611,North America
433,2021,56,Portugal,6.016,6.122,5.911,1.76,1.078,0.777,0.655,0.016,0.039,1.691,Europe
434,2021,57,Argentina,5.967,6.09,5.844,1.592,1.102,0.662,0.555,0.081,0.085,1.891,South America
435,2021,58,Greece,5.948,6.043,5.853,1.703,0.98,0.774,0.249,0.015,0.108,2.119,Europe
436,2021,60,Philippines,5.904,6.007,5.8,1.268,0.912,0.514,0.678,0.107,0.142,2.283,Asia
437,2021,61,Thailand,5.891,5.994,5.788,1.535,1.096,0.697,0.617,0.321,0.026,1.6,Asia
438,2021,63,Jamaica,5.85,6.023,5.676,1.296,1.045,0.646,0.567,0.08,0.053,2.164,North America
439,2021,64,Kyrgyzstan,5.828,5.916,5.741,1.069,1.109,0.638,0.693,0.208,0.025,2.087,Asia
440,2021,65,Belarus,5.821,5.95,5.693,1.562,1.157,0.629,0.342,0.04,0.282,1.811,Europe
441,2021,66,Colombia,5.781,5.903,5.659,1.452,0.929,0.72,0.545,0.087,0.077,1.971,South America
442,2021,67,Bosnia and Herzegovina,5.768,5.877,5.659,1.468,1.068,0.665,0.448,0.244,0.006,1.869,Europe
443,2021,68,Mongolia,5.761,5.845,5.676,1.393,1.197,0.467,0.398,0.247,0.059,1.999,Asia
444,2021,69,Dominican Republic,5.737,5.873,5.601,1.538,1.003,0.577,0.606,0.084,0.179,1.751,North America
445,2021,70,Malaysia,5.711,5.845,5.578,1.689,0.938,0.62,0.654,0.213,0.126,1.471,Asia
446,2021,71,Bolivia,5.6,5.709,5.491,1.256,0.88,0.555,0.627,0.112,0.064,2.107,South America
447,2021,72,China,5.585,5.65,5.52,1.508,0.958,0.705,0.656,0.099,0.142,1.516,Asia
448,2021,73,Paraguay,5.578,5.689,5.467,1.409,1.13,0.624,0.629,0.171,0.059,1.555,South America
449,2021,74,Peru,5.559,5.679,5.439,1.397,0.865,0.735,0.545,0.09,0.037,1.89,South America
450,2021,75,Montenegro,5.547,5.681,5.413,1.573,1.023,0.659,0.46,0.135,0.077,1.619,Europe
451,2021,76,Ecuador,5.533,5.653,5.414,1.352,0.879,0.708,0.565,0.08,0.083,1.866,South America
452,2021,78,Turkmenistan,5.474,5.578,5.371,1.484,1.319,0.516,0.649,0.314,0.032,1.16,Asia
453,2021,82,Armenia,5.399,5.519,5.278,1.434,0.82,0.668,0.558,0.054,0.21,1.654,Europe
454,2021,83,Tajikistan,5.377,5.468,5.287,0.966,1.005,0.518,0.572,0.118,0.304,1.895,Asia
455,2021,84,Nepal,5.377,5.502,5.251,0.984,0.784,0.499,0.519,0.237,0.13,2.224,Asia
456,2021,85,Bulgaria,5.371,5.485,5.257,1.625,1.163,0.64,0.563,0.123,0.021,1.235,Europe
457,2021,86,Libya,5.33,5.543,5.118,1.476,0.943,0.606,0.477,0.106,0.179,1.544,Africa
458,2021,87,Indonesia,5.24,5.341,5.139,1.382,0.883,0.539,0.62,0.468,0.047,1.3,Asia
459,2021,90,Albania,5.199,5.321,5.076,1.439,0.646,0.719,0.511,0.138,0.028,1.718,Europe
460,2021,91,South Africa,5.194,5.315,5.073,1.425,1.088,0.361,0.442,0.089,0.046,1.742,Africa
461,2021,92,Azerbaijan,5.173,5.265,5.082,1.458,1.093,0.56,0.601,0.023,0.341,1.098,Europe
462,2021,93,Gambia,5.164,5.409,4.918,0.785,0.621,0.369,0.367,0.388,0.103,2.531,Africa
463,2021,94,Bangladesh,5.155,5.262,5.049,1.06,0.614,0.581,0.622,0.125,0.187,1.967,Asia
464,2021,96,Algeria,5.122,5.215,5.03,1.363,0.97,0.643,0.146,0.106,0.15,1.744,Africa
465,2021,97,Liberia,5.122,5.428,4.815,0.636,0.67,0.309,0.405,0.178,0.08,2.844,Africa
466,2021,98,Ukraine,5.084,5.19,4.978,1.411,1.081,0.583,0.473,0.188,0.017,1.331,Europe
467,2021,99,Congo,5.075,5.235,4.915,0.95,0.405,0.355,0.431,0.13,0.146,2.658,Africa
468,2021,100,Morocco,5.06,5.181,4.938,1.208,0.268,0.565,0.492,0.02,0.102,2.405,Africa
469,2021,101,Mozambique,5.048,5.273,4.823,0.578,0.66,0.191,0.593,0.185,0.2,2.641,Africa
470,2021,102,Cameroon,5.048,5.188,4.907,0.968,0.672,0.317,0.397,0.152,0.074,2.469,Africa
471,2021,103,Senegal,5.046,5.171,4.921,0.933,0.53,0.447,0.494,0.143,0.081,2.419,Africa
472,2021,104,Niger,5.003,5.247,4.76,0.57,0.56,0.326,0.571,0.165,0.145,2.667,Africa
473,2021,105,Georgia,4.973,5.079,4.867,1.467,0.612,0.595,0.508,0.0,0.208,1.583,Europe
474,2021,106,Gabon,4.958,5.091,4.826,1.459,0.738,0.396,0.343,0.032,0.099,1.892,Africa
475,2021,107,Iraq,4.941,5.099,4.783,1.289,0.682,0.554,0.328,0.147,0.046,1.894,Asia
476,2021,108,Venezuela,4.925,5.051,4.8,0.0,0.968,0.578,0.283,0.225,0.082,2.79,South America
477,2021,109,Guinea,4.891,5.028,4.753,0.848,0.566,0.275,0.334,0.214,0.116,2.538,Africa
478,2021,110,Iran,4.888,4.995,4.78,1.41,0.741,0.642,0.281,0.241,0.146,1.427,Asia
479,2021,111,Ghana,4.872,4.999,4.745,1.112,0.595,0.409,0.5,0.23,0.056,1.972,Africa
480,2021,114,Cambodia,4.64,4.765,4.516,1.019,0.732,0.505,0.74,0.166,0.068,1.41,Asia
481,2021,115,Benin,4.623,4.754,4.492,0.932,0.064,0.335,0.479,0.127,0.23,2.458,Africa
482,2021,116,Comoros,4.609,4.849,4.368,0.899,0.476,0.424,0.185,0.195,0.125,2.304,Africa
483,2021,117,Uganda,4.603,4.747,4.459,0.777,0.875,0.418,0.402,0.222,0.066,1.842,Africa
484,2021,118,Nigeria,4.552,4.651,4.453,1.079,0.732,0.3,0.444,0.175,0.038,1.784,Africa
485,2021,119,Kenya,4.543,4.683,4.403,1.032,0.605,0.401,0.44,0.322,0.082,1.661,Africa
486,2021,120,Tunisia,4.516,4.629,4.403,1.35,0.596,0.656,0.316,0.029,0.029,1.54,Africa
487,2021,121,Pakistan,4.516,4.634,4.397,1.049,0.413,0.374,0.448,0.181,0.112,1.94,Asia
488,2021,123,Mali,4.479,4.611,4.347,0.792,0.483,0.311,0.35,0.128,0.042,2.373,Africa
489,2021,124,Namibia,4.459,4.593,4.326,1.292,0.877,0.354,0.384,0.067,0.071,1.414,Africa
490,2021,127,Sri Lanka,4.362,4.487,4.237,1.415,0.934,0.66,0.529,0.15,0.079,0.595,Asia
491,2021,128,Madagascar,4.339,4.53,4.148,0.67,0.645,0.378,0.202,0.143,0.154,2.148,Africa
492,2021,129,Egypt,4.288,4.377,4.198,1.388,0.732,0.548,0.469,0.041,0.254,0.856,Africa
493,2021,130,Chad,4.251,4.503,3.999,0.662,0.506,0.225,0.18,0.182,0.077,2.419,Africa
494,2021,131,Ethiopia,4.241,4.365,4.118,0.788,0.809,0.457,0.472,0.205,0.136,1.375,Africa
495,2021,132,Yemen,4.197,4.384,4.01,0.691,1.043,0.384,0.33,0.09,0.098,1.561,Asia
496,2021,133,Mauritania,4.153,4.356,3.95,1.1,0.865,0.45,0.304,0.088,0.138,1.207,Africa
497,2021,134,Jordan,4.152,4.276,4.029,1.324,0.724,0.675,0.476,0.058,0.2,0.695,Asia
498,2021,135,Togo,4.112,4.272,3.953,0.771,0.322,0.36,0.292,0.174,0.132,2.061,Africa
499,2021,136,India,3.777,3.828,3.726,1.167,0.376,0.471,0.647,0.198,0.123,0.795,Asia
500,2021,137,Zambia,3.76,3.902,3.618,0.93,0.577,0.306,0.525,0.203,0.083,1.135,Africa
501,2021,138,Malawi,3.75,3.941,3.56,0.648,0.279,0.388,0.477,0.14,0.157,1.661,Africa
502,2021,139,Tanzania,3.702,3.847,3.558,0.848,0.597,0.425,0.578,0.248,0.27,0.735,Africa
503,2021,140,Sierra Leone,3.574,3.732,3.416,0.686,0.416,0.273,0.387,0.202,0.055,1.556,Africa
504,2021,141,Lesotho,3.512,3.748,3.276,0.839,0.848,0.0,0.419,0.076,0.018,1.312,Africa
505,2021,142,Botswana,3.471,3.667,3.275,1.503,0.815,0.28,0.571,0.012,0.102,0.187,Africa
506,2021,143,Rwanda,3.268,3.462,3.074,0.785,0.133,0.462,0.621,0.187,0.544,0.536,Africa
507,2021,144,Zimbabwe,2.995,3.11,2.88,0.947,0.69,0.27,0.329,0.106,0.105,0.548,Africa
508,2021,145,Lebanon,2.955,3.049,2.862,1.392,0.498,0.631,0.103,0.082,0.034,0.216,Asia
509,2021,146,Afghanistan,2.404,2.469,2.339,0.758,0.0,0.289,0.0,0.089,0.005,1.263,Asia
510,2020,2,Finland,7.842,7.904,7.78,1.446,1.106,0.741,0.691,0.124,0.481,3.253,Europe
511,2020,3,Denmark,7.62,7.687,7.552,1.502,1.108,0.763,0.686,0.208,0.485,2.868,Europe
512,2020,4,Switzerland,7.571,7.643,7.5,1.566,1.079,0.816,0.653,0.204,0.413,2.839,Europe
513,2020,5,Iceland,7.554,7.67,7.438,1.482,1.172,0.772,0.698,0.293,0.17,2.967,Europe
514,2020,6,Netherlands,7.464,7.518,7.41,1.501,1.079,0.753,0.647,0.302,0.384,2.798,Europe
515,2020,7,Norway,7.392,7.462,7.323,1.543,1.108,0.782,0.703,0.249,0.427,2.58,Europe
516,2020,8,Sweden,7.363,7.433,7.293,1.478,1.062,0.763,0.685,0.244,0.448,2.683,Europe
517,2020,9,Luxembourg,7.324,7.396,7.252,1.751,1.003,0.76,0.639,0.166,0.353,2.653,Europe
518,2020,10,New Zealand,7.277,7.355,7.198,1.4,1.094,0.785,0.665,0.276,0.445,2.612,Oceania
519,2020,11,Austria,7.268,7.337,7.198,1.492,1.062,0.782,0.64,0.215,0.292,2.784,Europe
520,2020,12,Australia,7.183,7.265,7.102,1.453,1.076,0.801,0.647,0.291,0.317,2.598,Oceania
521,2020,13,Israel,7.157,7.224,7.09,1.376,1.074,0.788,0.509,0.208,0.119,3.083,Asia
522,2020,14,Germany,7.155,7.232,7.077,1.48,0.993,0.757,0.6,0.195,0.306,2.824,Europe
523,2020,15,Canada,7.103,7.185,7.021,1.447,1.044,0.798,0.648,0.246,0.335,2.585,North America
524,2020,16,Ireland,7.085,7.164,7.006,1.644,1.092,0.753,0.606,0.238,0.367,2.384,Europe
525,2020,17,Costa Rica,7.069,7.179,6.96,1.134,0.966,0.722,0.673,0.105,0.083,3.387,North America
526,2020,18,United Kingdom,7.064,7.138,6.99,1.423,1.062,0.757,0.58,0.34,0.306,2.596,Europe
527,2020,19,Czechia,6.965,7.062,6.868,1.37,1.09,0.703,0.58,0.052,0.046,3.124,Europe
528,2020,20,United States,6.951,7.047,6.856,1.533,1.03,0.621,0.554,0.252,0.154,2.807,North America
529,2020,21,Belgium,6.834,6.901,6.767,1.463,0.998,0.747,0.489,0.088,0.187,2.862,Europe
530,2020,22,France,6.69,6.762,6.618,1.421,1.081,0.804,0.536,0.092,0.235,2.521,Europe
531,2020,23,Bahrain,6.647,6.779,6.514,1.409,0.899,0.662,0.661,0.246,0.139,2.631,Asia
532,2020,24,Malta,6.602,6.688,6.516,1.411,1.055,0.747,0.664,0.275,0.183,2.268,Europe
533,2020,26,United Arab Emirates,6.561,6.637,6.484,1.555,0.86,0.594,0.67,0.236,0.223,2.422,Asia
534,2020,27,Saudi Arabia,6.494,6.604,6.384,1.435,0.964,0.571,0.603,0.09,0.163,2.668,Asia
535,2020,28,Spain,6.491,6.574,6.408,1.375,1.057,0.826,0.462,0.135,0.124,2.513,Europe
536,2020,29,Italy,6.483,6.572,6.395,1.393,0.94,0.798,0.379,0.133,0.047,2.794,Europe
537,2020,30,Slovenia,6.461,6.546,6.376,1.36,1.093,0.722,0.69,0.122,0.085,2.388,Europe
538,2020,31,Guatemala,6.435,6.577,6.292,0.845,0.79,0.519,0.638,0.163,0.105,3.375,North America
539,2020,32,Uruguay,6.431,6.521,6.341,1.164,1.042,0.649,0.625,0.128,0.223,2.6,South America
540,2020,33,Singapore,6.377,6.46,6.293,1.695,1.019,0.897,0.664,0.176,0.547,1.379,Asia
541,2020,35,Slovakia,6.331,6.411,6.251,1.304,1.066,0.653,0.468,0.107,0.018,2.714,Europe
542,2020,36,Brazil,6.33,6.415,6.245,1.028,0.944,0.571,0.514,0.142,0.117,3.015,South America
543,2020,37,Mexico,6.317,6.42,6.213,1.126,0.83,0.634,0.585,0.092,0.089,2.961,North America
544,2020,38,Jamaica,6.309,6.615,6.004,0.891,0.932,0.599,0.618,0.099,0.035,3.135,North America
545,2020,39,Lithuania,6.255,6.344,6.167,1.35,1.065,0.612,0.476,0.056,0.073,2.624,Europe
546,2020,40,Cyprus,6.223,6.319,6.128,1.377,0.765,0.801,0.464,0.178,0.061,2.578,Europe
547,2020,41,Estonia,6.189,6.263,6.115,1.344,1.079,0.64,0.641,0.119,0.263,2.103,Europe
548,2020,42,Panama,6.18,6.323,6.036,1.298,0.976,0.667,0.596,0.079,0.053,2.509,North America
